#    L    TT             EE             TE             PP             TP          
  1358   0.752747E+03   0.259324E+02  -0.671498E+02   0.186521E+06   0.391728E+02
  1359   0.754664E+03   0.257309E+02  -0.673469E+02   0.186291E+06   0.392446E+02
  1360   0.756588E+03   0.255278E+02  -0.675278E+02   0.186061E+06   0.393141E+02
  1361   0.758519E+03   0.253232E+02  -0.676925E+02   0.185832E+06   0.393812E+02
  1362   0.760465E+03   0.251171E+02  -0.678410E+02   0.185603E+06   0.394461E+02
  1363   0.762411E+03   0.249096E+02  -0.679732E+02   0.185375E+06   0.395086E+02
  1364   0.764365E+03   0.247008E+02  -0.680891E+02   0.185147E+06   0.395687E+02
  1365   0.766326E+03   0.244908E+02  -0.681887E+02   0.184920E+06   0.396265E+02
  1366   0.768280E+03   0.242797E+02  -0.682720E+02   0.184693E+06   0.396818E+02
  1367   0.770241E+03   0.240675E+02  -0.683389E+02   0.184467E+06   0.397347E+02
  1368   0.772202E+03   0.238544E+02  -0.683896E+02   0.184240E+06   0.397851E+02
  1369   0.774156E+03   0.236404E+02  -0.684238E+02   0.184015E+06   0.398331E+02
  1370   0.776117E+03   0.234256E+02  -0.684418E+02   0.183789E+06   0.398785E+02
  1371   0.778063E+03   0.232101E+02  -0.684436E+02   0.183565E+06   0.399215E+02
  1372   0.780010E+03   0.229940E+02  -0.684290E+02   0.183340E+06   0.399619E+02
  1373   0.781948E+03   0.227773E+02  -0.683983E+02   0.183116E+06   0.399998E+02
  1374   0.783880E+03   0.225602E+02  -0.683515E+02   0.182893E+06   0.400351E+02
  1375   0.785796E+03   0.223427E+02  -0.682885E+02   0.182669E+06   0.400678E+02
  1376   0.787706E+03   0.221250E+02  -0.682094E+02   0.182447E+06   0.400979E+02
  1377   0.789607E+03   0.219070E+02  -0.681144E+02   0.182224E+06   0.401254E+02
  1378   0.791494E+03   0.216889E+02  -0.680033E+02   0.182002E+06   0.401502E+02
  1379   0.793366E+03   0.214708E+02  -0.678764E+02   0.181781E+06   0.401724E+02
  1380   0.795216E+03   0.212527E+02  -0.677335E+02   0.181560E+06   0.401919E+02
  1381   0.797058E+03   0.210346E+02  -0.675749E+02   0.181339E+06   0.402087E+02
  1382   0.798879E+03   0.208168E+02  -0.674004E+02   0.181119E+06   0.402227E+02
  1383   0.800676E+03   0.205991E+02  -0.672102E+02   0.180899E+06   0.402340E+02
  1384   0.802452E+03   0.203818E+02  -0.670044E+02   0.180679E+06   0.402425E+02
  1385   0.804212E+03   0.201649E+02  -0.667832E+02   0.180460E+06   0.402483E+02
  1386   0.805951E+03   0.199485E+02  -0.665467E+02   0.180241E+06   0.402512E+02
  1387   0.807659E+03   0.197327E+02  -0.662950E+02   0.180023E+06   0.402513E+02
  1388   0.809346E+03   0.195176E+02  -0.660283E+02   0.179805E+06   0.402486E+02
  1389   0.811003E+03   0.193033E+02  -0.657468E+02   0.179588E+06   0.402430E+02
  1390   0.812637E+03   0.190898E+02  -0.654506E+02   0.179371E+06   0.402345E+02
  1391   0.814242E+03   0.188772E+02  -0.651399E+02   0.179154E+06   0.402231E+02
  1392   0.815817E+03   0.186657E+02  -0.648148E+02   0.178938E+06   0.402088E+02
  1393   0.817369E+03   0.184552E+02  -0.644753E+02   0.178722E+06   0.401915E+02
  1394   0.818885E+03   0.182458E+02  -0.641217E+02   0.178506E+06   0.401713E+02
  1395   0.820363E+03   0.180377E+02  -0.637541E+02   0.178291E+06   0.401481E+02
  1396   0.821812E+03   0.178307E+02  -0.633725E+02   0.178076E+06   0.401219E+02
  1397   0.823231E+03   0.176252E+02  -0.629773E+02   0.177862E+06   0.400927E+02
  1398   0.824605E+03   0.174211E+02  -0.625684E+02   0.177648E+06   0.400604E+02
  1399   0.825950E+03   0.172184E+02  -0.621462E+02   0.177434E+06   0.400250E+02
  1400   0.827250E+03   0.170174E+02  -0.617109E+02   0.177221E+06   0.399866E+02
  1401   0.828520E+03   0.168179E+02  -0.612626E+02   0.177008E+06   0.399451E+02
  1402   0.829746E+03   0.166202E+02  -0.608015E+02   0.176796E+06   0.399006E+02
  1403   0.830935E+03   0.164242E+02  -0.603279E+02   0.176584E+06   0.398532E+02
  1404   0.832086E+03   0.162300E+02  -0.598420E+02   0.176372E+06   0.398030E+02
  1405   0.833193E+03   0.160378E+02  -0.593439E+02   0.176161E+06   0.397502E+02
  1406   0.834256E+03   0.158475E+02  -0.588338E+02   0.175950E+06   0.396947E+02
  1407   0.835273E+03   0.156592E+02  -0.583121E+02   0.175740E+06   0.396367E+02
  1408   0.836254E+03   0.154731E+02  -0.577788E+02   0.175529E+06   0.395763E+02
  1409   0.837183E+03   0.152890E+02  -0.572342E+02   0.175320E+06   0.395136E+02
  1410   0.838074E+03   0.151072E+02  -0.566785E+02   0.175110E+06   0.394487E+02
  1411   0.838914E+03   0.149276E+02  -0.561119E+02   0.174901E+06   0.393818E+02
  1412   0.839709E+03   0.147503E+02  -0.555348E+02   0.174693E+06   0.393128E+02
  1413   0.840452E+03   0.145755E+02  -0.549471E+02   0.174484E+06   0.392420E+02
  1414   0.841150E+03   0.144031E+02  -0.543496E+02   0.174276E+06   0.391693E+02
  1415   0.841797E+03   0.142331E+02  -0.537421E+02   0.174069E+06   0.390950E+02
  1416   0.842398E+03   0.140658E+02  -0.531251E+02   0.173862E+06   0.390190E+02
  1417   0.842948E+03   0.139010E+02  -0.524989E+02   0.173655E+06   0.389416E+02
  1418   0.843453E+03   0.137389E+02  -0.518637E+02   0.173448E+06   0.388628E+02
  1419   0.843907E+03   0.135796E+02  -0.512197E+02   0.173242E+06   0.387827E+02
  1420   0.844308E+03   0.134230E+02  -0.505673E+02   0.173037E+06   0.387015E+02
  1421   0.844657E+03   0.132692E+02  -0.499068E+02   0.172831E+06   0.386191E+02
  1422   0.844954E+03   0.131184E+02  -0.492382E+02   0.172626E+06   0.385357E+02
  1423   0.845207E+03   0.129703E+02  -0.485619E+02   0.172422E+06   0.384515E+02
  1424   0.845400E+03   0.128253E+02  -0.478782E+02   0.172218E+06   0.383665E+02
  1425   0.845542E+03   0.126833E+02  -0.471873E+02   0.172014E+06   0.382808E+02
  1426   0.845631E+03   0.125443E+02  -0.464896E+02   0.171810E+06   0.381945E+02
  1427   0.845661E+03   0.124084E+02  -0.457852E+02   0.171607E+06   0.381077E+02
  1428   0.845638E+03   0.122755E+02  -0.450744E+02   0.171404E+06   0.380206E+02
  1429   0.845564E+03   0.121458E+02  -0.443576E+02   0.171202E+06   0.379332E+02
  1430   0.845438E+03   0.120193E+02  -0.436350E+02   0.171000E+06   0.378455E+02
  1431   0.845253E+03   0.118961E+02  -0.429070E+02   0.170798E+06   0.377579E+02
  1432   0.845015E+03   0.117761E+02  -0.421737E+02   0.170597E+06   0.376702E+02
  1433   0.844718E+03   0.116594E+02  -0.414355E+02   0.170396E+06   0.375826E+02
  1434   0.844369E+03   0.115460E+02  -0.406926E+02   0.170195E+06   0.374953E+02
  1435   0.843960E+03   0.114360E+02  -0.399454E+02   0.169995E+06   0.374083E+02
  1436   0.843500E+03   0.113293E+02  -0.391942E+02   0.169795E+06   0.373217E+02
  1437   0.842980E+03   0.112260E+02  -0.384392E+02   0.169595E+06   0.372357E+02
  1438   0.842401E+03   0.111261E+02  -0.376806E+02   0.169396E+06   0.371503E+02
  1439   0.841770E+03   0.110298E+02  -0.369189E+02   0.169197E+06   0.370656E+02
  1440   0.841086E+03   0.109368E+02  -0.361543E+02   0.168999E+06   0.369817E+02
  1441   0.840344E+03   0.108474E+02  -0.353870E+02   0.168800E+06   0.368988E+02
  1442   0.839541E+03   0.107614E+02  -0.346174E+02   0.168603E+06   0.368169E+02
  1443   0.838680E+03   0.106790E+02  -0.338456E+02   0.168405E+06   0.367361E+02
  1444   0.837766E+03   0.106001E+02  -0.330722E+02   0.168208E+06   0.366565E+02
  1445   0.836793E+03   0.105248E+02  -0.322972E+02   0.168011E+06   0.365783E+02
  1446   0.835761E+03   0.104530E+02  -0.315210E+02   0.167815E+06   0.365015E+02
  1447   0.834677E+03   0.103848E+02  -0.307439E+02   0.167618E+06   0.364263E+02
  1448   0.833533E+03   0.103202E+02  -0.299661E+02   0.167423E+06   0.363527E+02
  1449   0.832329E+03   0.102592E+02  -0.291881E+02   0.167227E+06   0.362808E+02
  1450   0.831074E+03   0.102018E+02  -0.284099E+02   0.167032E+06   0.362107E+02
  1451   0.829767E+03   0.101480E+02  -0.276321E+02   0.166837E+06   0.361426E+02
  1452   0.828400E+03   0.100978E+02  -0.268549E+02   0.166643E+06   0.360762E+02
  1453   0.826974E+03   0.100512E+02  -0.260786E+02   0.166449E+06   0.360116E+02
  1454   0.825496E+03   0.100082E+02  -0.253034E+02   0.166255E+06   0.359485E+02
  1455   0.823966E+03   0.996886E+01  -0.245297E+02   0.166062E+06   0.358869E+02
  1456   0.822384E+03   0.993312E+01  -0.237576E+02   0.165869E+06   0.358267E+02
  1457   0.820750E+03   0.990103E+01  -0.229875E+02   0.165676E+06   0.357676E+02
  1458   0.819056E+03   0.987242E+01  -0.222196E+02   0.165483E+06   0.357096E+02
  1459   0.817311E+03   0.984746E+01  -0.214542E+02   0.165291E+06   0.356527E+02
  1460   0.815513E+03   0.982614E+01  -0.206916E+02   0.165099E+06   0.355965E+02
  1461   0.813664E+03   0.980830E+01  -0.199319E+02   0.164908E+06   0.355412E+02
  1462   0.811762E+03   0.979404E+01  -0.191757E+02   0.164717E+06   0.354864E+02
  1463   0.809809E+03   0.978334E+01  -0.184229E+02   0.164526E+06   0.354321E+02
  1464   0.807803E+03   0.977613E+01  -0.176740E+02   0.164336E+06   0.353782E+02
  1465   0.805746E+03   0.977248E+01  -0.169291E+02   0.164146E+06   0.353246E+02
  1466   0.803644E+03   0.977233E+01  -0.161886E+02   0.163956E+06   0.352711E+02
  1467   0.801489E+03   0.977559E+01  -0.154527E+02   0.163766E+06   0.352176E+02
  1468   0.799291E+03   0.978242E+01  -0.147216E+02   0.163577E+06   0.351641E+02
  1469   0.797040E+03   0.979259E+01  -0.139957E+02   0.163388E+06   0.351103E+02
  1470   0.794737E+03   0.980626E+01  -0.132751E+02   0.163200E+06   0.350561E+02
  1471   0.792398E+03   0.982327E+01  -0.125601E+02   0.163012E+06   0.350016E+02
  1472   0.790006E+03   0.984369E+01  -0.118509E+02   0.162824E+06   0.349464E+02
  1473   0.787562E+03   0.986738E+01  -0.111478E+02   0.162636E+06   0.348905E+02
  1474   0.785081E+03   0.989449E+01  -0.104510E+02   0.162449E+06   0.348338E+02
  1475   0.782548E+03   0.992479E+01  -0.976080E+01   0.162262E+06   0.347762E+02
  1476   0.779978E+03   0.995844E+01  -0.907730E+01   0.162076E+06   0.347175E+02
  1477   0.777363E+03   0.999528E+01  -0.840085E+01   0.161890E+06   0.346576E+02
  1478   0.774704E+03   0.100352E+02  -0.773161E+01   0.161704E+06   0.345964E+02
  1479   0.772008E+03   0.100785E+02  -0.706979E+01   0.161518E+06   0.345339E+02
  1480   0.769267E+03   0.101247E+02  -0.641564E+01   0.161333E+06   0.344697E+02
  1481   0.766489E+03   0.101742E+02  -0.576936E+01   0.161148E+06   0.344039E+02
  1482   0.763666E+03   0.102267E+02  -0.513117E+01   0.160963E+06   0.343364E+02
  1483   0.760806E+03   0.102821E+02  -0.450123E+01   0.160779E+06   0.342669E+02
  1484   0.757917E+03   0.103406E+02  -0.387976E+01   0.160595E+06   0.341954E+02
  1485   0.754983E+03   0.104020E+02  -0.326696E+01   0.160411E+06   0.341218E+02
  1486   0.752019E+03   0.104663E+02  -0.266299E+01   0.160228E+06   0.340460E+02
  1487   0.749010E+03   0.105334E+02  -0.206808E+01   0.160045E+06   0.339677E+02
  1488   0.745972E+03   0.106034E+02  -0.148240E+01   0.159862E+06   0.338870E+02
  1489   0.742904E+03   0.106761E+02  -0.906124E+00   0.159679E+06   0.338036E+02
  1490   0.739796E+03   0.107516E+02  -0.339429E+00   0.159497E+06   0.337175E+02
  1491   0.736657E+03   0.108297E+02   0.217521E+00   0.159315E+06   0.336285E+02
  1492   0.733488E+03   0.109104E+02   0.764559E+00   0.159134E+06   0.335366E+02
  1493   0.730288E+03   0.109937E+02   0.130150E+01   0.158953E+06   0.334416E+02
  1494   0.727057E+03   0.110795E+02   0.182820E+01   0.158772E+06   0.333433E+02
  1495   0.723798E+03   0.111679E+02   0.234448E+01   0.158591E+06   0.332418E+02
  1496   0.720510E+03   0.112586E+02   0.285020E+01   0.158411E+06   0.331367E+02
  1497   0.717195E+03   0.113517E+02   0.334524E+01   0.158231E+06   0.330281E+02
  1498   0.713854E+03   0.114472E+02   0.382946E+01   0.158051E+06   0.329158E+02
  1499   0.710488E+03   0.115448E+02   0.430275E+01   0.157872E+06   0.327997E+02
  1500   0.707096E+03   0.116448E+02   0.476495E+01   0.157693E+06   0.326797E+02
  1501   0.703682E+03   0.117468E+02   0.521595E+01   0.157514E+06   0.325556E+02
  1502   0.700245E+03   0.118510E+02   0.565562E+01   0.157335E+06   0.324276E+02
  1503   0.696787E+03   0.119572E+02   0.608385E+01   0.157157E+06   0.322956E+02
  1504   0.693307E+03   0.120653E+02   0.650055E+01   0.156979E+06   0.321599E+02
  1505   0.689808E+03   0.121755E+02   0.690561E+01   0.156801E+06   0.320204E+02
  1506   0.686290E+03   0.122874E+02   0.729892E+01   0.156624E+06   0.318773E+02
  1507   0.682754E+03   0.124012E+02   0.768039E+01   0.156447E+06   0.317307E+02
  1508   0.679200E+03   0.125168E+02   0.804988E+01   0.156270E+06   0.315806E+02
  1509   0.675630E+03   0.126341E+02   0.840742E+01   0.156094E+06   0.314271E+02
  1510   0.672044E+03   0.127529E+02   0.875277E+01   0.155918E+06   0.312702E+02
  1511   0.668443E+03   0.128733E+02   0.908602E+01   0.155742E+06   0.311102E+02
  1512   0.664831E+03   0.129953E+02   0.940708E+01   0.155566E+06   0.309470E+02
  1513   0.661206E+03   0.131187E+02   0.971596E+01   0.155391E+06   0.307808E+02
  1514   0.657570E+03   0.132434E+02   0.100125E+02   0.155216E+06   0.306116E+02
  1515   0.653926E+03   0.133695E+02   0.102968E+02   0.155042E+06   0.304395E+02
  1516   0.650273E+03   0.134969E+02   0.105687E+02   0.154867E+06   0.302646E+02
  1517   0.646612E+03   0.136255E+02   0.108282E+02   0.154693E+06   0.300869E+02
  1518   0.642945E+03   0.137552E+02   0.110752E+02   0.154519E+06   0.299066E+02
  1519   0.639272E+03   0.138860E+02   0.113099E+02   0.154346E+06   0.297238E+02
  1520   0.635595E+03   0.140178E+02   0.115320E+02   0.154173E+06   0.295385E+02
  1521   0.631914E+03   0.141505E+02   0.117417E+02   0.154000E+06   0.293508E+02
  1522   0.628231E+03   0.142842E+02   0.119388E+02   0.153827E+06   0.291608E+02
  1523   0.624545E+03   0.144187E+02   0.121233E+02   0.153655E+06   0.289685E+02
  1524   0.620858E+03   0.145539E+02   0.122953E+02   0.153483E+06   0.287741E+02
  1525   0.617171E+03   0.146898E+02   0.124547E+02   0.153311E+06   0.285777E+02
  1526   0.613486E+03   0.148263E+02   0.126016E+02   0.153139E+06   0.283792E+02
  1527   0.609802E+03   0.149634E+02   0.127360E+02   0.152968E+06   0.281789E+02
  1528   0.606121E+03   0.151010E+02   0.128578E+02   0.152797E+06   0.279768E+02
  1529   0.602445E+03   0.152390E+02   0.129672E+02   0.152627E+06   0.277729E+02
  1530   0.598773E+03   0.153774E+02   0.130641E+02   0.152456E+06   0.275674E+02
  1531   0.595107E+03   0.155161E+02   0.131485E+02   0.152286E+06   0.273604E+02
  1532   0.591446E+03   0.156551E+02   0.132205E+02   0.152116E+06   0.271518E+02
  1533   0.587795E+03   0.157941E+02   0.132801E+02   0.151947E+06   0.269419E+02
  1534   0.584151E+03   0.159333E+02   0.133273E+02   0.151778E+06   0.267306E+02
  1535   0.580516E+03   0.160726E+02   0.133622E+02   0.151609E+06   0.265181E+02
  1536   0.576892E+03   0.162118E+02   0.133848E+02   0.151440E+06   0.263045E+02
  1537   0.573277E+03   0.163509E+02   0.133951E+02   0.151272E+06   0.260898E+02
  1538   0.569675E+03   0.164898E+02   0.133933E+02   0.151104E+06   0.258741E+02
  1539   0.566085E+03   0.166285E+02   0.133793E+02   0.150936E+06   0.256575E+02
  1540   0.562509E+03   0.167670E+02   0.133534E+02   0.150768E+06   0.254401E+02
  1541   0.558947E+03   0.169051E+02   0.133155E+02   0.150601E+06   0.252220E+02
  1542   0.555401E+03   0.170428E+02   0.132657E+02   0.150434E+06   0.250032E+02
  1543   0.551871E+03   0.171800E+02   0.132041E+02   0.150267E+06   0.247839E+02
  1544   0.548359E+03   0.173167E+02   0.131309E+02   0.150101E+06   0.245641E+02
  1545   0.544864E+03   0.174528E+02   0.130460E+02   0.149935E+06   0.243438E+02
  1546   0.541388E+03   0.175882E+02   0.129497E+02   0.149769E+06   0.241233E+02
  1547   0.537932E+03   0.177230E+02   0.128419E+02   0.149603E+06   0.239025E+02
  1548   0.534496E+03   0.178570E+02   0.127229E+02   0.149438E+06   0.236816E+02
  1549   0.531081E+03   0.179901E+02   0.125926E+02   0.149273E+06   0.234606E+02
  1550   0.527687E+03   0.181223E+02   0.124511E+02   0.149108E+06   0.232396E+02
  1551   0.524316E+03   0.182536E+02   0.122987E+02   0.148943E+06   0.230188E+02
  1552   0.520968E+03   0.183838E+02   0.121354E+02   0.148779E+06   0.227980E+02
  1553   0.517645E+03   0.185130E+02   0.119613E+02   0.148615E+06   0.225774E+02
  1554   0.514345E+03   0.186410E+02   0.117766E+02   0.148451E+06   0.223570E+02
  1555   0.511070E+03   0.187678E+02   0.115814E+02   0.148288E+06   0.221369E+02
  1556   0.507822E+03   0.188934E+02   0.113758E+02   0.148125E+06   0.219170E+02
  1557   0.504600E+03   0.190178E+02   0.111600E+02   0.147962E+06   0.216974E+02
  1558   0.501406E+03   0.191407E+02   0.109341E+02   0.147799E+06   0.214781E+02
  1559   0.498240E+03   0.192623E+02   0.106984E+02   0.147637E+06   0.212592E+02
  1560   0.495102E+03   0.193824E+02   0.104527E+02   0.147475E+06   0.210406E+02
  1561   0.491993E+03   0.195010E+02   0.101976E+02   0.147313E+06   0.208225E+02
  1562   0.488915E+03   0.196181E+02   0.993289E+01   0.147151E+06   0.206049E+02
  1563   0.485866E+03   0.197336E+02   0.965895E+01   0.146990E+06   0.203877E+02
  1564   0.482849E+03   0.198475E+02   0.937586E+01   0.146829E+06   0.201711E+02
  1565   0.479864E+03   0.199596E+02   0.908386E+01   0.146668E+06   0.199551E+02
  1566   0.476911E+03   0.200700E+02   0.878303E+01   0.146507E+06   0.197396E+02
  1567   0.473990E+03   0.201787E+02   0.847357E+01   0.146347E+06   0.195247E+02
  1568   0.471102E+03   0.202855E+02   0.815557E+01   0.146187E+06   0.193105E+02
  1569   0.468249E+03   0.203904E+02   0.782933E+01   0.146027E+06   0.190970E+02
  1570   0.465429E+03   0.204934E+02   0.749499E+01   0.145868E+06   0.188842E+02
  1571   0.462645E+03   0.205943E+02   0.715266E+01   0.145708E+06   0.186722E+02
  1572   0.459895E+03   0.206933E+02   0.680254E+01   0.145549E+06   0.184609E+02
  1573   0.457181E+03   0.207903E+02   0.644482E+01   0.145391E+06   0.182505E+02
  1574   0.454503E+03   0.208850E+02   0.607973E+01   0.145232E+06   0.180409E+02
  1575   0.451861E+03   0.209777E+02   0.570745E+01   0.145074E+06   0.178322E+02
  1576   0.449256E+03   0.210683E+02   0.532821E+01   0.144916E+06   0.176245E+02
  1577   0.446688E+03   0.211566E+02   0.494220E+01   0.144758E+06   0.174176E+02
  1578   0.444159E+03   0.212428E+02   0.454965E+01   0.144601E+06   0.172118E+02
  1579   0.441668E+03   0.213266E+02   0.415073E+01   0.144444E+06   0.170069E+02
  1580   0.439215E+03   0.214082E+02   0.374566E+01   0.144287E+06   0.168032E+02
  1581   0.436802E+03   0.214875E+02   0.333462E+01   0.144130E+06   0.166005E+02
  1582   0.434428E+03   0.215644E+02   0.291781E+01   0.143974E+06   0.163989E+02
  1583   0.432093E+03   0.216389E+02   0.249541E+01   0.143818E+06   0.161984E+02
  1584   0.429797E+03   0.217110E+02   0.206763E+01   0.143662E+06   0.159992E+02
  1585   0.427541E+03   0.217806E+02   0.163466E+01   0.143506E+06   0.158011E+02
  1586   0.425326E+03   0.218478E+02   0.119667E+01   0.143351E+06   0.156043E+02
  1587   0.423151E+03   0.219124E+02   0.753888E+00   0.143195E+06   0.154088E+02
  1588   0.421016E+03   0.219745E+02   0.306521E+00   0.143041E+06   0.152146E+02
  1589   0.418922E+03   0.220340E+02  -0.145232E+00   0.142886E+06   0.150217E+02
  1590   0.416869E+03   0.220909E+02  -0.601159E+00   0.142731E+06   0.148302E+02
  1591   0.414857E+03   0.221452E+02  -0.106106E+01   0.142577E+06   0.146401E+02
  1592   0.412886E+03   0.221968E+02  -0.152470E+01   0.142423E+06   0.144514E+02
  1593   0.410956E+03   0.222458E+02  -0.199191E+01   0.142270E+06   0.142643E+02
  1594   0.409068E+03   0.222920E+02  -0.246245E+01   0.142116E+06   0.140786E+02
  1595   0.407221E+03   0.223356E+02  -0.293612E+01   0.141963E+06   0.138945E+02
  1596   0.405415E+03   0.223764E+02  -0.341270E+01   0.141810E+06   0.137119E+02
  1597   0.403651E+03   0.224146E+02  -0.389199E+01   0.141657E+06   0.135309E+02
  1598   0.401929E+03   0.224499E+02  -0.437377E+01   0.141505E+06   0.133516E+02
  1599   0.400248E+03   0.224825E+02  -0.485781E+01   0.141353E+06   0.131740E+02
  1600   0.398610E+03   0.225123E+02  -0.534393E+01   0.141201E+06   0.129980E+02
  1601   0.397013E+03   0.225394E+02  -0.583191E+01   0.141049E+06   0.128238E+02
  1602   0.395458E+03   0.225636E+02  -0.632155E+01   0.140898E+06   0.126514E+02
  1603   0.393944E+03   0.225849E+02  -0.681265E+01   0.140747E+06   0.124807E+02
  1604   0.392472E+03   0.226035E+02  -0.730501E+01   0.140596E+06   0.123118E+02
  1605   0.391041E+03   0.226192E+02  -0.779845E+01   0.140445E+06   0.121447E+02
  1606   0.389651E+03   0.226321E+02  -0.829273E+01   0.140294E+06   0.119794E+02
  1607   0.388303E+03   0.226421E+02  -0.878760E+01   0.140144E+06   0.118159E+02
  1608   0.386995E+03   0.226491E+02  -0.928300E+01   0.139994E+06   0.116543E+02
  1609   0.385729E+03   0.226533E+02  -0.977854E+01   0.139844E+06   0.114946E+02
  1610   0.384503E+03   0.226547E+02  -0.102742E+02   0.139695E+06   0.113368E+02
  1611   0.383318E+03   0.226533E+02  -0.107695E+02   0.139545E+06   0.111809E+02
  1612   0.382174E+03   0.226490E+02  -0.112644E+02   0.139396E+06   0.110269E+02
  1613   0.381070E+03   0.226419E+02  -0.117587E+02   0.139248E+06   0.108748E+02
  1614   0.380007E+03   0.226320E+02  -0.122521E+02   0.139099E+06   0.107247E+02
  1615   0.378983E+03   0.226194E+02  -0.127445E+02   0.138951E+06   0.105765E+02
  1616   0.377999E+03   0.226040E+02  -0.132356E+02   0.138803E+06   0.104304E+02
  1617   0.377055E+03   0.225857E+02  -0.137253E+02   0.138655E+06   0.102862E+02
  1618   0.376150E+03   0.225647E+02  -0.142133E+02   0.138507E+06   0.101441E+02
  1619   0.375284E+03   0.225409E+02  -0.146996E+02   0.138360E+06   0.100040E+02
  1620   0.374457E+03   0.225144E+02  -0.151838E+02   0.138212E+06   0.986600E+01
  1621   0.373668E+03   0.224850E+02  -0.156659E+02   0.138065E+06   0.973005E+01
  1622   0.372917E+03   0.224529E+02  -0.161455E+02   0.137919E+06   0.959618E+01
  1623   0.372204E+03   0.224181E+02  -0.166227E+02   0.137772E+06   0.946443E+01
  1624   0.371528E+03   0.223806E+02  -0.170970E+02   0.137626E+06   0.933479E+01
  1625   0.370889E+03   0.223403E+02  -0.175684E+02   0.137480E+06   0.920730E+01
  1626   0.370287E+03   0.222975E+02  -0.180367E+02   0.137334E+06   0.908197E+01
  1627   0.369721E+03   0.222519E+02  -0.185016E+02   0.137189E+06   0.895881E+01
  1628   0.369191E+03   0.222037E+02  -0.189630E+02   0.137043E+06   0.883784E+01
  1629   0.368697E+03   0.221529E+02  -0.194208E+02   0.136898E+06   0.871908E+01
  1630   0.368238E+03   0.220994E+02  -0.198747E+02   0.136754E+06   0.860254E+01
  1631   0.367814E+03   0.220435E+02  -0.203246E+02   0.136609E+06   0.848825E+01
  1632   0.367424E+03   0.219849E+02  -0.207703E+02   0.136465E+06   0.837622E+01
  1633   0.367068E+03   0.219237E+02  -0.212117E+02   0.136320E+06   0.826646E+01
  1634   0.366745E+03   0.218601E+02  -0.216486E+02   0.136176E+06   0.815899E+01
  1635   0.366455E+03   0.217939E+02  -0.220808E+02   0.136033E+06   0.805384E+01
  1636   0.366198E+03   0.217252E+02  -0.225082E+02   0.135889E+06   0.795101E+01
  1637   0.365973E+03   0.216541E+02  -0.229306E+02   0.135746E+06   0.785052E+01
  1638   0.365779E+03   0.215805E+02  -0.233479E+02   0.135603E+06   0.775240E+01
  1639   0.365616E+03   0.215045E+02  -0.237598E+02   0.135460E+06   0.765665E+01
  1640   0.365484E+03   0.214262E+02  -0.241665E+02   0.135318E+06   0.756330E+01
  1641   0.365381E+03   0.213457E+02  -0.245675E+02   0.135175E+06   0.747235E+01
  1642   0.365308E+03   0.212628E+02  -0.249627E+02   0.135033E+06   0.738384E+01
  1643   0.365264E+03   0.211776E+02  -0.253522E+02   0.134891E+06   0.729777E+01
  1644   0.365250E+03   0.210904E+02  -0.257356E+02   0.134750E+06   0.721416E+01
  1645   0.365262E+03   0.210009E+02  -0.261129E+02   0.134608E+06   0.713303E+01
  1646   0.365302E+03   0.209091E+02  -0.264840E+02   0.134467E+06   0.705440E+01
  1647   0.365369E+03   0.208154E+02  -0.268488E+02   0.134326E+06   0.697827E+01
  1648   0.365462E+03   0.207195E+02  -0.272070E+02   0.134185E+06   0.690468E+01
  1649   0.365581E+03   0.206215E+02  -0.275586E+02   0.134045E+06   0.683363E+01
  1650   0.365724E+03   0.205215E+02  -0.279034E+02   0.133904E+06   0.676515E+01
  1651   0.365892E+03   0.204195E+02  -0.282414E+02   0.133764E+06   0.669924E+01
  1652   0.366084E+03   0.203156E+02  -0.285724E+02   0.133624E+06   0.663593E+01
  1653   0.366299E+03   0.202097E+02  -0.288965E+02   0.133485E+06   0.657521E+01
  1654   0.366537E+03   0.201019E+02  -0.292133E+02   0.133345E+06   0.651711E+01
  1655   0.366797E+03   0.199923E+02  -0.295229E+02   0.133206E+06   0.646163E+01
  1656   0.367078E+03   0.198810E+02  -0.298252E+02   0.133067E+06   0.640877E+01
  1657   0.367380E+03   0.197679E+02  -0.301200E+02   0.132928E+06   0.635856E+01
  1658   0.367702E+03   0.196531E+02  -0.304074E+02   0.132790E+06   0.631100E+01
  1659   0.368045E+03   0.195366E+02  -0.306871E+02   0.132651E+06   0.626610E+01
  1660   0.368406E+03   0.194185E+02  -0.309592E+02   0.132513E+06   0.622388E+01
  1661   0.368785E+03   0.192989E+02  -0.312236E+02   0.132375E+06   0.618434E+01
  1662   0.369182E+03   0.191777E+02  -0.314801E+02   0.132238E+06   0.614749E+01
  1663   0.369596E+03   0.190551E+02  -0.317288E+02   0.132100E+06   0.611334E+01
  1664   0.370027E+03   0.189310E+02  -0.319695E+02   0.131963E+06   0.608190E+01
  1665   0.370473E+03   0.188055E+02  -0.322022E+02   0.131826E+06   0.605319E+01
  1666   0.370935E+03   0.186786E+02  -0.324268E+02   0.131689E+06   0.602721E+01
  1667   0.371411E+03   0.185505E+02  -0.326433E+02   0.131552E+06   0.600398E+01
  1668   0.371901E+03   0.184211E+02  -0.328516E+02   0.131416E+06   0.598350E+01
  1669   0.372404E+03   0.182904E+02  -0.330517E+02   0.131280E+06   0.596579E+01
