#    L    TT             EE             TE             PP             TP          
  1670   0.372919E+03   0.181587E+02  -0.332434E+02   0.131144E+06   0.595085E+01
  1671   0.373446E+03   0.180257E+02  -0.334268E+02   0.131008E+06   0.593869E+01
  1672   0.373985E+03   0.178916E+02  -0.336018E+02   0.130872E+06   0.592933E+01
  1673   0.374534E+03   0.177566E+02  -0.337685E+02   0.130737E+06   0.592277E+01
  1674   0.375093E+03   0.176206E+02  -0.339267E+02   0.130602E+06   0.591903E+01
  1675   0.375661E+03   0.174836E+02  -0.340765E+02   0.130467E+06   0.591812E+01
  1676   0.376238E+03   0.173459E+02  -0.342180E+02   0.130332E+06   0.592004E+01
  1677   0.376824E+03   0.172074E+02  -0.343509E+02   0.130198E+06   0.592481E+01
  1678   0.377417E+03   0.170681E+02  -0.344754E+02   0.130064E+06   0.593244E+01
  1679   0.378017E+03   0.169281E+02  -0.345915E+02   0.129929E+06   0.594293E+01
  1680   0.378622E+03   0.167876E+02  -0.346989E+02   0.129796E+06   0.595630E+01
  1681   0.379234E+03   0.166464E+02  -0.347980E+02   0.129662E+06   0.597256E+01
  1682   0.379850E+03   0.165046E+02  -0.348885E+02   0.129529E+06   0.599171E+01
  1683   0.380470E+03   0.163623E+02  -0.349705E+02   0.129395E+06   0.601378E+01
  1684   0.381094E+03   0.162195E+02  -0.350439E+02   0.129262E+06   0.603876E+01
  1685   0.381721E+03   0.160764E+02  -0.351088E+02   0.129129E+06   0.606667E+01
  1686   0.382350E+03   0.159328E+02  -0.351652E+02   0.128997E+06   0.609752E+01
  1687   0.382980E+03   0.157889E+02  -0.352132E+02   0.128864E+06   0.613131E+01
  1688   0.383613E+03   0.156448E+02  -0.352527E+02   0.128732E+06   0.616807E+01
  1689   0.384245E+03   0.155004E+02  -0.352838E+02   0.128600E+06   0.620780E+01
  1690   0.384878E+03   0.153559E+02  -0.353064E+02   0.128468E+06   0.625050E+01
  1691   0.385509E+03   0.152113E+02  -0.353207E+02   0.128337E+06   0.629620E+01
  1692   0.386140E+03   0.150665E+02  -0.353266E+02   0.128205E+06   0.634489E+01
  1693   0.386767E+03   0.149217E+02  -0.353242E+02   0.128074E+06   0.639660E+01
  1694   0.387393E+03   0.147770E+02  -0.353134E+02   0.127943E+06   0.645133E+01
  1695   0.388015E+03   0.146324E+02  -0.352944E+02   0.127812E+06   0.650908E+01
  1696   0.388634E+03   0.144877E+02  -0.352672E+02   0.127682E+06   0.656988E+01
  1697   0.389248E+03   0.143433E+02  -0.352318E+02   0.127552E+06   0.663373E+01
  1698   0.389857E+03   0.141991E+02  -0.351881E+02   0.127421E+06   0.670065E+01
  1699   0.390460E+03   0.140550E+02  -0.351364E+02   0.127291E+06   0.677063E+01
  1700   0.391057E+03   0.139113E+02  -0.350766E+02   0.127162E+06   0.684370E+01
  1701   0.391648E+03   0.137679E+02  -0.350089E+02   0.127032E+06   0.691983E+01
  1702   0.392231E+03   0.136249E+02  -0.349332E+02   0.126903E+06   0.699893E+01
  1703   0.392806E+03   0.134824E+02  -0.348498E+02   0.126774E+06   0.708087E+01
  1704   0.393374E+03   0.133403E+02  -0.347587E+02   0.126645E+06   0.716551E+01
  1705   0.393933E+03   0.131988E+02  -0.346599E+02   0.126516E+06   0.725272E+01
  1706   0.394483E+03   0.130579E+02  -0.345536E+02   0.126387E+06   0.734238E+01
  1707   0.395023E+03   0.129176E+02  -0.344397E+02   0.126259E+06   0.743436E+01
  1708   0.395553E+03   0.127780E+02  -0.343185E+02   0.126131E+06   0.752853E+01
  1709   0.396073E+03   0.126391E+02  -0.341899E+02   0.126003E+06   0.762476E+01
  1710   0.396581E+03   0.125010E+02  -0.340541E+02   0.125875E+06   0.772292E+01
  1711   0.397078E+03   0.123637E+02  -0.339111E+02   0.125747E+06   0.782288E+01
  1712   0.397562E+03   0.122271E+02  -0.337611E+02   0.125620E+06   0.792452E+01
  1713   0.398034E+03   0.120915E+02  -0.336041E+02   0.125493E+06   0.802770E+01
  1714   0.398493E+03   0.119567E+02  -0.334401E+02   0.125366E+06   0.813229E+01
  1715   0.398939E+03   0.118230E+02  -0.332694E+02   0.125239E+06   0.823817E+01
  1716   0.399371E+03   0.116902E+02  -0.330920E+02   0.125113E+06   0.834520E+01
  1717   0.399789E+03   0.115585E+02  -0.329080E+02   0.124986E+06   0.845326E+01
  1718   0.400192E+03   0.114279E+02  -0.327177E+02   0.124860E+06   0.856222E+01
  1719   0.400580E+03   0.112983E+02  -0.325208E+02   0.124734E+06   0.867195E+01
  1720   0.400952E+03   0.111699E+02  -0.323178E+02   0.124608E+06   0.878231E+01
  1721   0.401310E+03   0.110427E+02  -0.321087E+02   0.124483E+06   0.889319E+01
  1722   0.401651E+03   0.109167E+02  -0.318935E+02   0.124357E+06   0.900445E+01
  1723   0.401975E+03   0.107921E+02  -0.316725E+02   0.124232E+06   0.911596E+01
  1724   0.402283E+03   0.106687E+02  -0.314457E+02   0.124107E+06   0.922760E+01
  1725   0.402574E+03   0.105467E+02  -0.312133E+02   0.123982E+06   0.933923E+01
  1726   0.402846E+03   0.104260E+02  -0.309753E+02   0.123857E+06   0.945073E+01
  1727   0.403102E+03   0.103067E+02  -0.307319E+02   0.123733E+06   0.956196E+01
  1728   0.403339E+03   0.101889E+02  -0.304832E+02   0.123609E+06   0.967280E+01
  1729   0.403558E+03   0.100725E+02  -0.302294E+02   0.123484E+06   0.978312E+01
  1730   0.403758E+03   0.995771E+01  -0.299705E+02   0.123361E+06   0.989278E+01
  1731   0.403938E+03   0.984436E+01  -0.297066E+02   0.123237E+06   0.100017E+02
  1732   0.404099E+03   0.973257E+01  -0.294380E+02   0.123113E+06   0.101096E+02
  1733   0.404241E+03   0.962241E+01  -0.291646E+02   0.122990E+06   0.102166E+02
  1734   0.404362E+03   0.951382E+01  -0.288867E+02   0.122867E+06   0.103224E+02
  1735   0.404462E+03   0.940686E+01  -0.286044E+02   0.122744E+06   0.104268E+02
  1736   0.404543E+03   0.930161E+01  -0.283178E+02   0.122621E+06   0.105299E+02
  1737   0.404604E+03   0.919806E+01  -0.280271E+02   0.122498E+06   0.106314E+02
  1738   0.404643E+03   0.909623E+01  -0.277325E+02   0.122376E+06   0.107312E+02
  1739   0.404662E+03   0.899617E+01  -0.274340E+02   0.122254E+06   0.108292E+02
  1740   0.404660E+03   0.889790E+01  -0.271319E+02   0.122132E+06   0.109252E+02
  1741   0.404637E+03   0.880142E+01  -0.268263E+02   0.122010E+06   0.110192E+02
  1742   0.404592E+03   0.870678E+01  -0.265173E+02   0.121888E+06   0.111110E+02
  1743   0.404526E+03   0.861394E+01  -0.262051E+02   0.121767E+06   0.112005E+02
  1744   0.404438E+03   0.852302E+01  -0.258897E+02   0.121645E+06   0.112875E+02
  1745   0.404329E+03   0.843396E+01  -0.255713E+02   0.121524E+06   0.113719E+02
  1746   0.404197E+03   0.834683E+01  -0.252501E+02   0.121403E+06   0.114536E+02
  1747   0.404042E+03   0.826156E+01  -0.249261E+02   0.121282E+06   0.115324E+02
  1748   0.403866E+03   0.817829E+01  -0.245996E+02   0.121162E+06   0.116083E+02
  1749   0.403667E+03   0.809696E+01  -0.242707E+02   0.121042E+06   0.116811E+02
  1750   0.403445E+03   0.801755E+01  -0.239394E+02   0.120921E+06   0.117506E+02
  1751   0.403201E+03   0.794015E+01  -0.236061E+02   0.120801E+06   0.118168E+02
  1752   0.402934E+03   0.786476E+01  -0.232708E+02   0.120681E+06   0.118796E+02
  1753   0.402646E+03   0.779137E+01  -0.229336E+02   0.120562E+06   0.119389E+02
  1754   0.402334E+03   0.771998E+01  -0.225947E+02   0.120442E+06   0.119948E+02
  1755   0.401999E+03   0.765068E+01  -0.222544E+02   0.120323E+06   0.120470E+02
  1756   0.401642E+03   0.758338E+01  -0.219125E+02   0.120204E+06   0.120958E+02
  1757   0.401261E+03   0.751816E+01  -0.215695E+02   0.120085E+06   0.121408E+02
  1758   0.400858E+03   0.745495E+01  -0.212253E+02   0.119966E+06   0.121822E+02
  1759   0.400432E+03   0.739386E+01  -0.208802E+02   0.119847E+06   0.122199E+02
  1760   0.399983E+03   0.733482E+01  -0.205342E+02   0.119729E+06   0.122538E+02
  1761   0.399512E+03   0.727786E+01  -0.201875E+02   0.119611E+06   0.122839E+02
  1762   0.399017E+03   0.722299E+01  -0.198402E+02   0.119493E+06   0.123101E+02
  1763   0.398500E+03   0.717020E+01  -0.194927E+02   0.119375E+06   0.123325E+02
  1764   0.397960E+03   0.711950E+01  -0.191448E+02   0.119257E+06   0.123508E+02
  1765   0.397398E+03   0.707091E+01  -0.187968E+02   0.119139E+06   0.123652E+02
  1766   0.396815E+03   0.702441E+01  -0.184489E+02   0.119022E+06   0.123756E+02
  1767   0.396209E+03   0.698001E+01  -0.181012E+02   0.118905E+06   0.123818E+02
  1768   0.395581E+03   0.693772E+01  -0.177538E+02   0.118788E+06   0.123840E+02
  1769   0.394932E+03   0.689753E+01  -0.174069E+02   0.118671E+06   0.123819E+02
  1770   0.394261E+03   0.685944E+01  -0.170607E+02   0.118554E+06   0.123757E+02
  1771   0.393569E+03   0.682345E+01  -0.167153E+02   0.118438E+06   0.123652E+02
  1772   0.392855E+03   0.678956E+01  -0.163707E+02   0.118321E+06   0.123503E+02
  1773   0.392120E+03   0.675774E+01  -0.160271E+02   0.118205E+06   0.123311E+02
  1774   0.391364E+03   0.672802E+01  -0.156847E+02   0.118089E+06   0.123076E+02
  1775   0.390588E+03   0.670038E+01  -0.153436E+02   0.117973E+06   0.122795E+02
  1776   0.389790E+03   0.667481E+01  -0.150040E+02   0.117858E+06   0.122470E+02
  1777   0.388973E+03   0.665131E+01  -0.146658E+02   0.117742E+06   0.122100E+02
  1778   0.388135E+03   0.662987E+01  -0.143294E+02   0.117627E+06   0.121683E+02
  1779   0.387276E+03   0.661048E+01  -0.139947E+02   0.117512E+06   0.121221E+02
  1780   0.386398E+03   0.659313E+01  -0.136621E+02   0.117397E+06   0.120711E+02
  1781   0.385500E+03   0.657781E+01  -0.133315E+02   0.117282E+06   0.120155E+02
  1782   0.384583E+03   0.656451E+01  -0.130031E+02   0.117167E+06   0.119551E+02
  1783   0.383646E+03   0.655323E+01  -0.126770E+02   0.117053E+06   0.118899E+02
  1784   0.382691E+03   0.654394E+01  -0.123533E+02   0.116939E+06   0.118198E+02
  1785   0.381716E+03   0.653664E+01  -0.120323E+02   0.116824E+06   0.117448E+02
  1786   0.380724E+03   0.653131E+01  -0.117138E+02   0.116711E+06   0.116649E+02
  1787   0.379714E+03   0.652793E+01  -0.113983E+02   0.116597E+06   0.115801E+02
  1788   0.378685E+03   0.652650E+01  -0.110855E+02   0.116483E+06   0.114901E+02
  1789   0.377639E+03   0.652699E+01  -0.107759E+02   0.116370E+06   0.113951E+02
  1790   0.376576E+03   0.652940E+01  -0.104693E+02   0.116256E+06   0.112950E+02
  1791   0.375495E+03   0.653370E+01  -0.101660E+02   0.116143E+06   0.111897E+02
  1792   0.374398E+03   0.653987E+01  -0.986605E+01   0.116030E+06   0.110792E+02
  1793   0.373284E+03   0.654789E+01  -0.956958E+01   0.115918E+06   0.109635E+02
  1794   0.372154E+03   0.655774E+01  -0.927667E+01   0.115805E+06   0.108424E+02
  1795   0.371008E+03   0.656942E+01  -0.898741E+01   0.115693E+06   0.107160E+02
  1796   0.369845E+03   0.658289E+01  -0.870185E+01   0.115580E+06   0.105842E+02
  1797   0.368668E+03   0.659814E+01  -0.842024E+01   0.115468E+06   0.104470E+02
  1798   0.367475E+03   0.661513E+01  -0.814263E+01   0.115356E+06   0.103043E+02
  1799   0.366268E+03   0.663386E+01  -0.786897E+01   0.115244E+06   0.101561E+02
  1800   0.365046E+03   0.665429E+01  -0.759953E+01   0.115133E+06   0.100022E+02
  1801   0.363810E+03   0.667641E+01  -0.733433E+01   0.115021E+06   0.984288E+01
  1802   0.362562E+03   0.670019E+01  -0.707345E+01   0.114910E+06   0.967833E+01
  1803   0.361300E+03   0.672560E+01  -0.681701E+01   0.114799E+06   0.950902E+01
  1804   0.360025E+03   0.675263E+01  -0.656508E+01   0.114688E+06   0.933536E+01
  1805   0.358738E+03   0.678124E+01  -0.631773E+01   0.114577E+06   0.915778E+01
  1806   0.357440E+03   0.681141E+01  -0.607503E+01   0.114467E+06   0.897671E+01
  1807   0.356129E+03   0.684311E+01  -0.583706E+01   0.114356E+06   0.879256E+01
  1808   0.354808E+03   0.687631E+01  -0.560389E+01   0.114246E+06   0.860578E+01
  1809   0.353475E+03   0.691099E+01  -0.537559E+01   0.114136E+06   0.841677E+01
  1810   0.352132E+03   0.694711E+01  -0.515225E+01   0.114026E+06   0.822597E+01
  1811   0.350779E+03   0.698466E+01  -0.493391E+01   0.113916E+06   0.803381E+01
  1812   0.349416E+03   0.702359E+01  -0.472063E+01   0.113806E+06   0.784069E+01
  1813   0.348043E+03   0.706388E+01  -0.451248E+01   0.113697E+06   0.764706E+01
  1814   0.346661E+03   0.710551E+01  -0.430951E+01   0.113587E+06   0.745333E+01
  1815   0.345271E+03   0.714843E+01  -0.411177E+01   0.113478E+06   0.725993E+01
  1816   0.343873E+03   0.719263E+01  -0.391933E+01   0.113369E+06   0.706729E+01
  1817   0.342468E+03   0.723806E+01  -0.373224E+01   0.113260E+06   0.687582E+01
  1818   0.341055E+03   0.728471E+01  -0.355055E+01   0.113152E+06   0.668596E+01
  1819   0.339635E+03   0.733253E+01  -0.337429E+01   0.113043E+06   0.649813E+01
  1820   0.338209E+03   0.738149E+01  -0.320352E+01   0.112935E+06   0.631275E+01
  1821   0.336777E+03   0.743153E+01  -0.303827E+01   0.112826E+06   0.613025E+01
  1822   0.335339E+03   0.748271E+01  -0.287859E+01   0.112718E+06   0.595106E+01
  1823   0.333896E+03   0.753493E+01  -0.272452E+01   0.112610E+06   0.577559E+01
  1824   0.332447E+03   0.758812E+01  -0.257611E+01   0.112503E+06   0.560428E+01
  1825   0.330995E+03   0.764227E+01  -0.243336E+01   0.112395E+06   0.543754E+01
  1826   0.329538E+03   0.769746E+01  -0.229632E+01   0.112287E+06   0.527581E+01
  1827   0.328078E+03   0.775346E+01  -0.216499E+01   0.112180E+06   0.511950E+01
  1828   0.326614E+03   0.781036E+01  -0.203939E+01   0.112073E+06   0.496905E+01
  1829   0.325149E+03   0.786815E+01  -0.191956E+01   0.111966E+06   0.482488E+01
  1830   0.323680E+03   0.792676E+01  -0.180552E+01   0.111859E+06   0.468741E+01
  1831   0.322211E+03   0.798611E+01  -0.169727E+01   0.111753E+06   0.455706E+01
  1832   0.320740E+03   0.804621E+01  -0.159482E+01   0.111646E+06   0.443427E+01
  1833   0.319268E+03   0.810697E+01  -0.149821E+01   0.111540E+06   0.431945E+01
  1834   0.317796E+03   0.816847E+01  -0.140741E+01   0.111433E+06   0.421304E+01
  1835   0.316324E+03   0.823057E+01  -0.132246E+01   0.111327E+06   0.411545E+01
  1836   0.314852E+03   0.829327E+01  -0.124334E+01   0.111221E+06   0.402712E+01
  1837   0.313380E+03   0.835656E+01  -0.117007E+01   0.111116E+06   0.394846E+01
  1838   0.311910E+03   0.842037E+01  -0.110266E+01   0.111010E+06   0.387990E+01
  1839   0.310441E+03   0.848470E+01  -0.104111E+01   0.110905E+06   0.382187E+01
  1840   0.308974E+03   0.854947E+01  -0.985388E+00   0.110799E+06   0.377479E+01
  1841   0.307509E+03   0.861469E+01  -0.935501E+00   0.110694E+06   0.373908E+01
  1842   0.306046E+03   0.868021E+01  -0.891429E+00   0.110589E+06   0.371518E+01
  1843   0.304587E+03   0.874618E+01  -0.853166E+00   0.110484E+06   0.370350E+01
  1844   0.303131E+03   0.881244E+01  -0.820705E+00   0.110380E+06   0.370447E+01
  1845   0.301679E+03   0.887892E+01  -0.794022E+00   0.110275E+06   0.371852E+01
  1846   0.300231E+03   0.894570E+01  -0.773112E+00   0.110171E+06   0.374606E+01
  1847   0.298788E+03   0.901271E+01  -0.757950E+00   0.110066E+06   0.378753E+01
  1848   0.297350E+03   0.907986E+01  -0.748508E+00   0.109962E+06   0.384335E+01
  1849   0.295917E+03   0.914717E+01  -0.744770E+00   0.109858E+06   0.391395E+01
  1850   0.294489E+03   0.921454E+01  -0.746707E+00   0.109754E+06   0.399974E+01
  1851   0.293067E+03   0.928199E+01  -0.754312E+00   0.109651E+06   0.410097E+01
  1852   0.291652E+03   0.934945E+01  -0.767548E+00   0.109547E+06   0.421714E+01
  1853   0.290243E+03   0.941697E+01  -0.786376E+00   0.109444E+06   0.434754E+01
  1854   0.288841E+03   0.948435E+01  -0.810753E+00   0.109341E+06   0.449150E+01
  1855   0.287447E+03   0.955173E+01  -0.840620E+00   0.109238E+06   0.464832E+01
  1856   0.286060E+03   0.961896E+01  -0.875946E+00   0.109135E+06   0.481731E+01
  1857   0.284682E+03   0.968611E+01  -0.916679E+00   0.109032E+06   0.499777E+01
  1858   0.283312E+03   0.975305E+01  -0.962768E+00   0.108929E+06   0.518903E+01
  1859   0.281950E+03   0.981976E+01  -0.101417E+01   0.108827E+06   0.539038E+01
  1860   0.280599E+03   0.988625E+01  -0.107083E+01   0.108724E+06   0.560113E+01
  1861   0.279256E+03   0.995251E+01  -0.113269E+01   0.108622E+06   0.582060E+01
  1862   0.277923E+03   0.100184E+02  -0.119969E+01   0.108520E+06   0.604809E+01
  1863   0.276601E+03   0.100840E+02  -0.127178E+01   0.108418E+06   0.628292E+01
  1864   0.275289E+03   0.101493E+02  -0.134891E+01   0.108316E+06   0.652438E+01
  1865   0.273988E+03   0.102141E+02  -0.143102E+01   0.108215E+06   0.677180E+01
  1866   0.272697E+03   0.102785E+02  -0.151805E+01   0.108113E+06   0.702447E+01
  1867   0.271417E+03   0.103425E+02  -0.160993E+01   0.108012E+06   0.728171E+01
  1868   0.270150E+03   0.104059E+02  -0.170659E+01   0.107911E+06   0.754283E+01
  1869   0.268894E+03   0.104688E+02  -0.180797E+01   0.107810E+06   0.780714E+01
  1870   0.267650E+03   0.105312E+02  -0.191398E+01   0.107709E+06   0.807394E+01
  1871   0.266420E+03   0.105930E+02  -0.202457E+01   0.107608E+06   0.834255E+01
  1872   0.265201E+03   0.106542E+02  -0.213966E+01   0.107507E+06   0.861226E+01
  1873   0.263995E+03   0.107149E+02  -0.225918E+01   0.107407E+06   0.888241E+01
  1874   0.262802E+03   0.107747E+02  -0.238305E+01   0.107306E+06   0.915228E+01
  1875   0.261623E+03   0.108339E+02  -0.251118E+01   0.107206E+06   0.942119E+01
  1876   0.260457E+03   0.108924E+02  -0.264350E+01   0.107106E+06   0.968845E+01
  1877   0.259306E+03   0.109502E+02  -0.277994E+01   0.107006E+06   0.995337E+01
  1878   0.258169E+03   0.110072E+02  -0.292039E+01   0.106906E+06   0.102153E+02
  1879   0.257046E+03   0.110634E+02  -0.306479E+01   0.106807E+06   0.104734E+02
  1880   0.255936E+03   0.111188E+02  -0.321306E+01   0.106707E+06   0.107272E+02
  1881   0.254843E+03   0.111732E+02  -0.336511E+01   0.106608E+06   0.109758E+02
  1882   0.253764E+03   0.112269E+02  -0.352084E+01   0.106509E+06   0.112187E+02
  1883   0.252701E+03   0.112796E+02  -0.368018E+01   0.106410E+06   0.114550E+02
  1884   0.251652E+03   0.113315E+02  -0.384305E+01   0.106311E+06   0.116842E+02
  1885   0.250618E+03   0.113823E+02  -0.400937E+01   0.106212E+06   0.119055E+02
  1886   0.249601E+03   0.114321E+02  -0.417903E+01   0.106113E+06   0.121183E+02
  1887   0.248599E+03   0.114810E+02  -0.435196E+01   0.106015E+06   0.123218E+02
  1888   0.247613E+03   0.115289E+02  -0.452806E+01   0.105916E+06   0.125153E+02
  1889   0.246643E+03   0.115757E+02  -0.470723E+01   0.105818E+06   0.126982E+02
  1890   0.245689E+03   0.116214E+02  -0.488937E+01   0.105720E+06   0.128698E+02
  1891   0.244752E+03   0.116661E+02  -0.507438E+01   0.105622E+06   0.130294E+02
  1892   0.243832E+03   0.117096E+02  -0.526216E+01   0.105524E+06   0.131763E+02
  1893   0.242928E+03   0.117520E+02  -0.545262E+01   0.105426E+06   0.133098E+02
  1894   0.242040E+03   0.117933E+02  -0.564565E+01   0.105329E+06   0.134292E+02
  1895   0.241169E+03   0.118335E+02  -0.584114E+01   0.105231E+06   0.135338E+02
  1896   0.240316E+03   0.118725E+02  -0.603902E+01   0.105134E+06   0.136229E+02
  1897   0.239479E+03   0.119103E+02  -0.623918E+01   0.105037E+06   0.136959E+02
  1898   0.238660E+03   0.119469E+02  -0.644153E+01   0.104940E+06   0.137520E+02
  1899   0.237857E+03   0.119822E+02  -0.664598E+01   0.104843E+06   0.137906E+02
  1900   0.237073E+03   0.120163E+02  -0.685243E+01   0.104746E+06   0.138109E+02
  1901   0.236305E+03   0.120492E+02  -0.706077E+01   0.104649E+06   0.138126E+02
  1902   0.235554E+03   0.120807E+02  -0.727091E+01   0.104553E+06   0.137960E+02
  1903   0.234821E+03   0.121110E+02  -0.748272E+01   0.104457E+06   0.137620E+02
  1904   0.234106E+03   0.121399E+02  -0.769621E+01   0.104360E+06   0.137111E+02
  1905   0.233408E+03   0.121675E+02  -0.791110E+01   0.104264E+06   0.136443E+02
  1906   0.232727E+03   0.121938E+02  -0.812741E+01   0.104168E+06   0.135620E+02
