#    L    TT             EE             BB             TE          
  1927   0.238298E+03   0.112447E+02   0.560650E-01  -0.124507E+02
  1928   0.237934E+03   0.112371E+02   0.560052E-01  -0.125935E+02
  1929   0.237582E+03   0.112285E+02   0.559455E-01  -0.127355E+02
  1930   0.237240E+03   0.112189E+02   0.558861E-01  -0.128768E+02
  1931   0.236909E+03   0.112084E+02   0.558270E-01  -0.130172E+02
  1932   0.236589E+03   0.111971E+02   0.557680E-01  -0.131569E+02
  1933   0.236279E+03   0.111847E+02   0.557093E-01  -0.132956E+02
  1934   0.235980E+03   0.111714E+02   0.556508E-01  -0.134333E+02
  1935   0.235691E+03   0.111571E+02   0.555926E-01  -0.135700E+02
  1936   0.235412E+03   0.111419E+02   0.555346E-01  -0.137056E+02
  1937   0.235144E+03   0.111258E+02   0.554768E-01  -0.138400E+02
  1938   0.234885E+03   0.111088E+02   0.554193E-01  -0.139732E+02
  1939   0.234637E+03   0.110909E+02   0.553620E-01  -0.141050E+02
  1940   0.234397E+03   0.110721E+02   0.553050E-01  -0.142357E+02
  1941   0.234168E+03   0.110523E+02   0.552481E-01  -0.143649E+02
  1942   0.233947E+03   0.110317E+02   0.551915E-01  -0.144926E+02
  1943   0.233737E+03   0.110102E+02   0.551352E-01  -0.146189E+02
  1944   0.233535E+03   0.109879E+02   0.550791E-01  -0.147436E+02
  1945   0.233342E+03   0.109646E+02   0.550232E-01  -0.148667E+02
  1946   0.233158E+03   0.109404E+02   0.549676E-01  -0.149881E+02
  1947   0.232983E+03   0.109155E+02   0.549122E-01  -0.151078E+02
  1948   0.232816E+03   0.108896E+02   0.548570E-01  -0.152258E+02
  1949   0.232658E+03   0.108629E+02   0.548021E-01  -0.153418E+02
  1950   0.232507E+03   0.108353E+02   0.547474E-01  -0.154561E+02
  1951   0.232365E+03   0.108068E+02   0.546929E-01  -0.155685E+02
  1952   0.232230E+03   0.107775E+02   0.546386E-01  -0.156788E+02
  1953   0.232102E+03   0.107475E+02   0.545846E-01  -0.157872E+02
  1954   0.231983E+03   0.107166E+02   0.545309E-01  -0.158935E+02
  1955   0.231870E+03   0.106850E+02   0.544773E-01  -0.159977E+02
  1956   0.231765E+03   0.106525E+02   0.544240E-01  -0.160999E+02
  1957   0.231667E+03   0.106193E+02   0.543709E-01  -0.162000E+02
  1958   0.231575E+03   0.105854E+02   0.543181E-01  -0.162977E+02
  1959   0.231490E+03   0.105508E+02   0.542655E-01  -0.163934E+02
  1960   0.231412E+03   0.105154E+02   0.542130E-01  -0.164867E+02
  1961   0.231340E+03   0.104793E+02   0.541609E-01  -0.165777E+02
  1962   0.231274E+03   0.104425E+02   0.541089E-01  -0.166664E+02
  1963   0.231214E+03   0.104050E+02   0.540572E-01  -0.167528E+02
  1964   0.231159E+03   0.103668E+02   0.540056E-01  -0.168367E+02
  1965   0.231109E+03   0.103279E+02   0.539543E-01  -0.169182E+02
  1966   0.231066E+03   0.102885E+02   0.539032E-01  -0.169973E+02
  1967   0.231027E+03   0.102483E+02   0.538523E-01  -0.170738E+02
  1968   0.230993E+03   0.102075E+02   0.538017E-01  -0.171479E+02
  1969   0.230964E+03   0.101661E+02   0.537512E-01  -0.172195E+02
  1970   0.230939E+03   0.101242E+02   0.537009E-01  -0.172885E+02
  1971   0.230919E+03   0.100816E+02   0.536509E-01  -0.173548E+02
  1972   0.230903E+03   0.100385E+02   0.536010E-01  -0.174187E+02
  1973   0.230891E+03   0.999486E+01   0.535514E-01  -0.174799E+02
  1974   0.230882E+03   0.995066E+01   0.535019E-01  -0.175383E+02
  1975   0.230878E+03   0.990593E+01   0.534526E-01  -0.175942E+02
  1976   0.230877E+03   0.986073E+01   0.534035E-01  -0.176473E+02
  1977   0.230878E+03   0.981499E+01   0.533546E-01  -0.176977E+02
  1978   0.230882E+03   0.976871E+01   0.533059E-01  -0.177454E+02
  1979   0.230889E+03   0.972208E+01   0.532573E-01  -0.177904E+02
  1980   0.230899E+03   0.967490E+01   0.532090E-01  -0.178325E+02
  1981   0.230911E+03   0.962736E+01   0.531608E-01  -0.178719E+02
  1982   0.230925E+03   0.957939E+01   0.531127E-01  -0.179085E+02
  1983   0.230942E+03   0.953098E+01   0.530649E-01  -0.179424E+02
  1984   0.230959E+03   0.948227E+01   0.530172E-01  -0.179735E+02
  1985   0.230979E+03   0.943318E+01   0.529696E-01  -0.180018E+02
  1986   0.231000E+03   0.938370E+01   0.529222E-01  -0.180273E+02
  1987   0.231023E+03   0.933397E+01   0.528750E-01  -0.180500E+02
  1988   0.231046E+03   0.928390E+01   0.528279E-01  -0.180699E+02
  1989   0.231070E+03   0.923358E+01   0.527810E-01  -0.180869E+02
  1990   0.231095E+03   0.918290E+01   0.527342E-01  -0.181012E+02
  1991   0.231121E+03   0.913202E+01   0.526875E-01  -0.181126E+02
  1992   0.231147E+03   0.908085E+01   0.526410E-01  -0.181212E+02
  1993   0.231172E+03   0.902945E+01   0.525946E-01  -0.181271E+02
  1994   0.231198E+03   0.897789E+01   0.525483E-01  -0.181300E+02
  1995   0.231223E+03   0.892610E+01   0.525022E-01  -0.181301E+02
  1996   0.231248E+03   0.887405E+01   0.524561E-01  -0.181274E+02
  1997   0.231272E+03   0.882190E+01   0.524102E-01  -0.181219E+02
  1998   0.231295E+03   0.876962E+01   0.523644E-01  -0.181136E+02
  1999   0.231317E+03   0.871715E+01   0.523187E-01  -0.181024E+02
  2000   0.231338E+03   0.866454E+01   0.522731E-01  -0.180885E+02
  2001   0.231357E+03   0.861186E+01   0.522277E-01  -0.180717E+02
  2002   0.231375E+03   0.855910E+01   0.521823E-01  -0.180523E+02
  2003   0.231391E+03   0.850626E+01   0.521370E-01  -0.180301E+02
  2004   0.231405E+03   0.845332E+01   0.520918E-01  -0.180050E+02
  2005   0.231417E+03   0.840043E+01   0.520467E-01  -0.179773E+02
  2006   0.231427E+03   0.834743E+01   0.520016E-01  -0.179469E+02
  2007   0.231433E+03   0.829445E+01   0.519567E-01  -0.179138E+02
  2008   0.231438E+03   0.824149E+01   0.519118E-01  -0.178779E+02
  2009   0.231440E+03   0.818855E+01   0.518671E-01  -0.178394E+02
  2010   0.231439E+03   0.813568E+01   0.518223E-01  -0.177983E+02
  2011   0.231435E+03   0.808281E+01   0.517777E-01  -0.177544E+02
  2012   0.231427E+03   0.802999E+01   0.517331E-01  -0.177080E+02
  2013   0.231415E+03   0.797723E+01   0.516886E-01  -0.176589E+02
  2014   0.231400E+03   0.792459E+01   0.516441E-01  -0.176073E+02
  2015   0.231382E+03   0.787205E+01   0.515997E-01  -0.175531E+02
  2016   0.231359E+03   0.781969E+01   0.515554E-01  -0.174964E+02
  2017   0.231333E+03   0.776742E+01   0.515111E-01  -0.174372E+02
  2018   0.231302E+03   0.771532E+01   0.514668E-01  -0.173756E+02
  2019   0.231267E+03   0.766343E+01   0.514226E-01  -0.173116E+02
  2020   0.231228E+03   0.761169E+01   0.513785E-01  -0.172453E+02
  2021   0.231184E+03   0.756023E+01   0.513344E-01  -0.171766E+02
  2022   0.231137E+03   0.750893E+01   0.512903E-01  -0.171055E+02
  2023   0.231084E+03   0.745791E+01   0.512462E-01  -0.170323E+02
  2024   0.231026E+03   0.740713E+01   0.512022E-01  -0.169567E+02
  2025   0.230964E+03   0.735662E+01   0.511582E-01  -0.168789E+02
  2026   0.230896E+03   0.730638E+01   0.511142E-01  -0.167990E+02
  2027   0.230822E+03   0.725643E+01   0.510703E-01  -0.167168E+02
  2028   0.230744E+03   0.720679E+01   0.510263E-01  -0.166325E+02
  2029   0.230660E+03   0.715746E+01   0.509824E-01  -0.165461E+02
  2030   0.230570E+03   0.710845E+01   0.509385E-01  -0.164577E+02
  2031   0.230475E+03   0.705980E+01   0.508946E-01  -0.163672E+02
  2032   0.230374E+03   0.701149E+01   0.508507E-01  -0.162748E+02
  2033   0.230267E+03   0.696356E+01   0.508068E-01  -0.161804E+02
  2034   0.230154E+03   0.691602E+01   0.507630E-01  -0.160842E+02
  2035   0.230035E+03   0.686887E+01   0.507191E-01  -0.159860E+02
  2036   0.229910E+03   0.682213E+01   0.506752E-01  -0.158861E+02
  2037   0.229778E+03   0.677580E+01   0.506313E-01  -0.157843E+02
  2038   0.229641E+03   0.672989E+01   0.505874E-01  -0.156808E+02
  2039   0.229496E+03   0.668443E+01   0.505434E-01  -0.155755E+02
  2040   0.229345E+03   0.663941E+01   0.504995E-01  -0.154686E+02
  2041   0.229187E+03   0.659484E+01   0.504555E-01  -0.153601E+02
  2042   0.229022E+03   0.655073E+01   0.504115E-01  -0.152499E+02
  2043   0.228850E+03   0.650711E+01   0.503675E-01  -0.151382E+02
  2044   0.228672E+03   0.646398E+01   0.503234E-01  -0.150249E+02
  2045   0.228487E+03   0.642134E+01   0.502794E-01  -0.149103E+02
  2046   0.228295E+03   0.637922E+01   0.502352E-01  -0.147941E+02
  2047   0.228095E+03   0.633762E+01   0.501911E-01  -0.146767E+02
  2048   0.227889E+03   0.629655E+01   0.501469E-01  -0.145579E+02
  2049   0.227675E+03   0.625603E+01   0.501027E-01  -0.144379E+02
  2050   0.227455E+03   0.621606E+01   0.500584E-01  -0.143167E+02
  2051   0.227228E+03   0.617663E+01   0.500140E-01  -0.141943E+02
  2052   0.226993E+03   0.613777E+01   0.499696E-01  -0.140707E+02
  2053   0.226751E+03   0.609948E+01   0.499252E-01  -0.139460E+02
  2054   0.226501E+03   0.606176E+01   0.498807E-01  -0.138202E+02
  2055   0.226243E+03   0.602463E+01   0.498361E-01  -0.136934E+02
  2056   0.225979E+03   0.598808E+01   0.497915E-01  -0.135657E+02
  2057   0.225707E+03   0.595213E+01   0.497468E-01  -0.134370E+02
  2058   0.225427E+03   0.591678E+01   0.497020E-01  -0.133075E+02
  2059   0.225140E+03   0.588203E+01   0.496571E-01  -0.131772E+02
  2060   0.224846E+03   0.584791E+01   0.496122E-01  -0.130460E+02
  2061   0.224544E+03   0.581439E+01   0.495672E-01  -0.129141E+02
  2062   0.224235E+03   0.578151E+01   0.495222E-01  -0.127815E+02
  2063   0.223918E+03   0.574925E+01   0.494770E-01  -0.126483E+02
  2064   0.223593E+03   0.571764E+01   0.494318E-01  -0.125146E+02
  2065   0.223262E+03   0.568665E+01   0.493865E-01  -0.123802E+02
  2066   0.222923E+03   0.565631E+01   0.493411E-01  -0.122454E+02
  2067   0.222576E+03   0.562662E+01   0.492956E-01  -0.121101E+02
  2068   0.222223E+03   0.559758E+01   0.492500E-01  -0.119745E+02
  2069   0.221861E+03   0.556919E+01   0.492043E-01  -0.118384E+02
  2070   0.221493E+03   0.554146E+01   0.491585E-01  -0.117021E+02
  2071   0.221118E+03   0.551439E+01   0.491127E-01  -0.115655E+02
  2072   0.220735E+03   0.548797E+01   0.490667E-01  -0.114287E+02
  2073   0.220344E+03   0.546222E+01   0.490207E-01  -0.112917E+02
  2074   0.219947E+03   0.543713E+01   0.489745E-01  -0.111546E+02
  2075   0.219543E+03   0.541272E+01   0.489283E-01  -0.110174E+02
  2076   0.219130E+03   0.538896E+01   0.488819E-01  -0.108802E+02
  2077   0.218711E+03   0.536588E+01   0.488355E-01  -0.107429E+02
  2078   0.218284E+03   0.534346E+01   0.487889E-01  -0.106058E+02
  2079   0.217851E+03   0.532172E+01   0.487423E-01  -0.104687E+02
  2080   0.217411E+03   0.530065E+01   0.486955E-01  -0.103318E+02
  2081   0.216964E+03   0.528025E+01   0.486487E-01  -0.101951E+02
  2082   0.216510E+03   0.526053E+01   0.486017E-01  -0.100586E+02
  2083   0.216050E+03   0.524148E+01   0.485547E-01  -0.992251E+01
  2084   0.215582E+03   0.522311E+01   0.485075E-01  -0.978669E+01
  2085   0.215110E+03   0.520541E+01   0.484602E-01  -0.965130E+01
  2086   0.214629E+03   0.518837E+01   0.484129E-01  -0.951630E+01
  2087   0.214142E+03   0.517201E+01   0.483654E-01  -0.938177E+01
  2088   0.213650E+03   0.515631E+01   0.483178E-01  -0.924773E+01
  2089   0.213151E+03   0.514128E+01   0.482701E-01  -0.911424E+01
  2090   0.212645E+03   0.512692E+01   0.482223E-01  -0.898135E+01
  2091   0.212133E+03   0.511321E+01   0.481744E-01  -0.884904E+01
  2092   0.211615E+03   0.510017E+01   0.481265E-01  -0.871743E+01
  2093   0.211091E+03   0.508777E+01   0.480784E-01  -0.858657E+01
  2094   0.210561E+03   0.507603E+01   0.480302E-01  -0.845637E+01
  2095   0.210025E+03   0.506494E+01   0.479819E-01  -0.832702E+01
  2096   0.209483E+03   0.505449E+01   0.479335E-01  -0.819849E+01
  2097   0.208936E+03   0.504468E+01   0.478850E-01  -0.807080E+01
  2098   0.208382E+03   0.503552E+01   0.478364E-01  -0.794403E+01
  2099   0.207824E+03   0.502698E+01   0.477877E-01  -0.781820E+01
  2100   0.207259E+03   0.501907E+01   0.477389E-01  -0.769334E+01
  2101   0.206689E+03   0.501179E+01   0.476900E-01  -0.756948E+01
  2102   0.206113E+03   0.500511E+01   0.476410E-01  -0.744667E+01
  2103   0.205533E+03   0.499906E+01   0.475920E-01  -0.732493E+01
  2104   0.204946E+03   0.499361E+01   0.475428E-01  -0.720431E+01
  2105   0.204355E+03   0.498877E+01   0.474935E-01  -0.708484E+01
  2106   0.203758E+03   0.498452E+01   0.474441E-01  -0.696653E+01
  2107   0.203156E+03   0.498086E+01   0.473947E-01  -0.684944E+01
  2108   0.202550E+03   0.497778E+01   0.473451E-01  -0.673359E+01
  2109   0.201939E+03   0.497528E+01   0.472955E-01  -0.661902E+01
  2110   0.201323E+03   0.497335E+01   0.472457E-01  -0.650575E+01
  2111   0.200704E+03   0.497199E+01   0.471959E-01  -0.639381E+01
  2112   0.200080E+03   0.497118E+01   0.471460E-01  -0.628325E+01
  2113   0.199452E+03   0.497093E+01   0.470959E-01  -0.617406E+01
  2114   0.198819E+03   0.497121E+01   0.470458E-01  -0.606630E+01
  2115   0.198183E+03   0.497203E+01   0.469956E-01  -0.595998E+01
  2116   0.197544E+03   0.497338E+01   0.469453E-01  -0.585511E+01
  2117   0.196900E+03   0.497525E+01   0.468950E-01  -0.575173E+01
  2118   0.196253E+03   0.497762E+01   0.468445E-01  -0.564988E+01
  2119   0.195603E+03   0.498050E+01   0.467940E-01  -0.554956E+01
  2120   0.194948E+03   0.498387E+01   0.467433E-01  -0.545079E+01
  2121   0.194291E+03   0.498773E+01   0.466926E-01  -0.535361E+01
  2122   0.193631E+03   0.499207E+01   0.466418E-01  -0.525801E+01
  2123   0.192967E+03   0.499688E+01   0.465910E-01  -0.516404E+01
  2124   0.192302E+03   0.500214E+01   0.465400E-01  -0.507171E+01
  2125   0.191633E+03   0.500786E+01   0.464890E-01  -0.498104E+01
  2126   0.190962E+03   0.501402E+01   0.464378E-01  -0.489205E+01
  2127   0.190289E+03   0.502061E+01   0.463866E-01  -0.480475E+01
  2128   0.189613E+03   0.502763E+01   0.463354E-01  -0.471917E+01
  2129   0.188936E+03   0.503505E+01   0.462840E-01  -0.463531E+01
  2130   0.188256E+03   0.504288E+01   0.462326E-01  -0.455320E+01
  2131   0.187574E+03   0.505111E+01   0.461811E-01  -0.447286E+01
  2132   0.186890E+03   0.505972E+01   0.461295E-01  -0.439431E+01
  2133   0.186205E+03   0.506870E+01   0.460779E-01  -0.431754E+01
  2134   0.185518E+03   0.507806E+01   0.460262E-01  -0.424258E+01
  2135   0.184830E+03   0.508776E+01   0.459744E-01  -0.416944E+01
  2136   0.184141E+03   0.509781E+01   0.459226E-01  -0.409811E+01
  2137   0.183450E+03   0.510819E+01   0.458707E-01  -0.402862E+01
  2138   0.182758E+03   0.511891E+01   0.458187E-01  -0.396097E+01
  2139   0.182066E+03   0.512993E+01   0.457667E-01  -0.389518E+01
  2140   0.181374E+03   0.514127E+01   0.457146E-01  -0.383124E+01
  2141   0.180680E+03   0.515289E+01   0.456625E-01  -0.376918E+01
  2142   0.179987E+03   0.516481E+01   0.456103E-01  -0.370898E+01
  2143   0.179293E+03   0.517699E+01   0.455580E-01  -0.365067E+01
  2144   0.178599E+03   0.518944E+01   0.455057E-01  -0.359424E+01
  2145   0.177906E+03   0.520214E+01   0.454534E-01  -0.353970E+01
  2146   0.177212E+03   0.521507E+01   0.454010E-01  -0.348707E+01
  2147   0.176518E+03   0.522825E+01   0.453486E-01  -0.343634E+01
  2148   0.175824E+03   0.524164E+01   0.452961E-01  -0.338751E+01
  2149   0.175132E+03   0.525523E+01   0.452436E-01  -0.334060E+01
  2150   0.174439E+03   0.526903E+01   0.451911E-01  -0.329559E+01
  2151   0.173747E+03   0.528301E+01   0.451385E-01  -0.325249E+01
  2152   0.173056E+03   0.529716E+01   0.450859E-01  -0.321130E+01
  2153   0.172366E+03   0.531148E+01   0.450333E-01  -0.317203E+01
  2154   0.171677E+03   0.532595E+01   0.449807E-01  -0.313467E+01
  2155   0.170990E+03   0.534056E+01   0.449280E-01  -0.309922E+01
  2156   0.170303E+03   0.535530E+01   0.448753E-01  -0.306566E+01
  2157   0.169618E+03   0.537017E+01   0.448226E-01  -0.303400E+01
  2158   0.168935E+03   0.538515E+01   0.447699E-01  -0.300423E+01
  2159   0.168252E+03   0.540023E+01   0.447172E-01  -0.297635E+01
  2160   0.167572E+03   0.541540E+01   0.446644E-01  -0.295034E+01
  2161   0.166893E+03   0.543064E+01   0.446117E-01  -0.292622E+01
  2162   0.166217E+03   0.544596E+01   0.445590E-01  -0.290395E+01
  2163   0.165542E+03   0.546133E+01   0.445062E-01  -0.288354E+01
  2164   0.164870E+03   0.547674E+01   0.444535E-01  -0.286499E+01
  2165   0.164199E+03   0.549219E+01   0.444008E-01  -0.284827E+01
  2166   0.163531E+03   0.550766E+01   0.443480E-01  -0.283339E+01
  2167   0.162866E+03   0.552314E+01   0.442953E-01  -0.282033E+01
  2168   0.162203E+03   0.553862E+01   0.442426E-01  -0.280908E+01
  2169   0.161542E+03   0.555409E+01   0.441900E-01  -0.279962E+01
  2170   0.160885E+03   0.556956E+01   0.441373E-01  -0.279193E+01
  2171   0.160230E+03   0.558499E+01   0.440847E-01  -0.278600E+01
  2172   0.159578E+03   0.560040E+01   0.440321E-01  -0.278179E+01
  2173   0.158929E+03   0.561575E+01   0.439795E-01  -0.277930E+01
  2174   0.158284E+03   0.563106E+01   0.439269E-01  -0.277851E+01
  2175   0.157642E+03   0.564630E+01   0.438744E-01  -0.277940E+01
  2176   0.157004E+03   0.566147E+01   0.438219E-01  -0.278196E+01
  2177   0.156369E+03   0.567657E+01   0.437694E-01  -0.278616E+01
  2178   0.155737E+03   0.569156E+01   0.437170E-01  -0.279200E+01
  2179   0.155110E+03   0.570646E+01   0.436647E-01  -0.279946E+01
  2180   0.154486E+03   0.572124E+01   0.436123E-01  -0.280851E+01
  2181   0.153865E+03   0.573590E+01   0.435600E-01  -0.281916E+01
  2182   0.153249E+03   0.575042E+01   0.435078E-01  -0.283137E+01
  2183   0.152637E+03   0.576481E+01   0.434556E-01  -0.284512E+01
  2184   0.152029E+03   0.577905E+01   0.434034E-01  -0.286039E+01
  2185   0.151425E+03   0.579312E+01   0.433514E-01  -0.287715E+01
  2186   0.150825E+03   0.580704E+01   0.432993E-01  -0.289539E+01
  2187   0.150230E+03   0.582078E+01   0.432473E-01  -0.291508E+01
  2188   0.149638E+03   0.583434E+01   0.431954E-01  -0.293619E+01
  2189   0.149052E+03   0.584770E+01   0.431435E-01  -0.295872E+01
  2190   0.148470E+03   0.586088E+01   0.430917E-01  -0.298263E+01
  2191   0.147892E+03   0.587383E+01   0.430400E-01  -0.300791E+01
  2192   0.147319E+03   0.588657E+01   0.429883E-01  -0.303453E+01
  2193   0.146751E+03   0.589908E+01   0.429367E-01  -0.306247E+01
  2194   0.146187E+03   0.591135E+01   0.428851E-01  -0.309171E+01
  2195   0.145629E+03   0.592338E+01   0.428336E-01  -0.312222E+01
  2196   0.145075E+03   0.593515E+01   0.427822E-01  -0.315399E+01
  2197   0.144526E+03   0.594667E+01   0.427309E-01  -0.318698E+01
  2198   0.143982E+03   0.595791E+01   0.426796E-01  -0.322116E+01
  2199   0.143443E+03   0.596889E+01   0.426284E-01  -0.325651E+01
  2200   0.142910E+03   0.597959E+01   0.425773E-01  -0.329299E+01
  2201   0.142381E+03   0.599001E+01   0.425262E-01  -0.333059E+01
  2202   0.141858E+03   0.600014E+01   0.424752E-01  -0.336925E+01
  2203   0.141340E+03   0.600997E+01   0.424243E-01  -0.340898E+01
  2204   0.140827E+03   0.601949E+01   0.423735E-01  -0.344974E+01
  2205   0.140320E+03   0.602871E+01   0.423228E-01  -0.349149E+01
  2206   0.139818E+03   0.603761E+01   0.422722E-01  -0.353423E+01
  2207   0.139321E+03   0.604618E+01   0.422216E-01  -0.357793E+01
  2208   0.138830E+03   0.605443E+01   0.421711E-01  -0.362255E+01
  2209   0.138344E+03   0.606233E+01   0.421207E-01  -0.366807E+01
  2210   0.137864E+03   0.606989E+01   0.420705E-01  -0.371447E+01
  2211   0.137389E+03   0.607712E+01   0.420203E-01  -0.376171E+01
  2212   0.136920E+03   0.608399E+01   0.419701E-01  -0.380977E+01
  2213   0.136456E+03   0.609050E+01   0.419201E-01  -0.385860E+01
  2214   0.135999E+03   0.609666E+01   0.418702E-01  -0.390820E+01
  2215   0.135545E+03   0.610245E+01   0.418204E-01  -0.395852E+01
  2216   0.135099E+03   0.610787E+01   0.417707E-01  -0.400952E+01
  2217   0.134658E+03   0.611292E+01   0.417210E-01  -0.406120E+01
  2218   0.134222E+03   0.611760E+01   0.416715E-01  -0.411350E+01
  2219   0.133792E+03   0.612191E+01   0.416221E-01  -0.416641E+01
  2220   0.133367E+03   0.612584E+01   0.415728E-01  -0.421989E+01
  2221   0.132948E+03   0.612939E+01   0.415236E-01  -0.427392E+01
  2222   0.132535E+03   0.613255E+01   0.414745E-01  -0.432846E+01
  2223   0.132128E+03   0.613533E+01   0.414255E-01  -0.438349E+01
  2224   0.131726E+03   0.613771E+01   0.413767E-01  -0.443897E+01
  2225   0.131331E+03   0.613970E+01   0.413279E-01  -0.449488E+01
  2226   0.130940E+03   0.614130E+01   0.412793E-01  -0.455119E+01
  2227   0.130555E+03   0.614249E+01   0.412307E-01  -0.460786E+01
  2228   0.130176E+03   0.614327E+01   0.411823E-01  -0.466488E+01
  2229   0.129802E+03   0.614366E+01   0.411341E-01  -0.472220E+01
  2230   0.129434E+03   0.614362E+01   0.410859E-01  -0.477980E+01
  2231   0.129072E+03   0.614318E+01   0.410378E-01  -0.483765E+01
  2232   0.128715E+03   0.614233E+01   0.409899E-01  -0.489573E+01
  2233   0.128364E+03   0.614107E+01   0.409421E-01  -0.495399E+01
  2234   0.128018E+03   0.613940E+01   0.408945E-01  -0.501241E+01
  2235   0.127677E+03   0.613732E+01   0.408469E-01  -0.507096E+01
  2236   0.127343E+03   0.613484E+01   0.407995E-01  -0.512960E+01
  2237   0.127014E+03   0.613195E+01   0.407522E-01  -0.518832E+01
  2238   0.126690E+03   0.612867E+01   0.407051E-01  -0.524708E+01
  2239   0.126371E+03   0.612496E+01   0.406580E-01  -0.530584E+01
  2240   0.126059E+03   0.612086E+01   0.406111E-01  -0.536460E+01
  2241   0.125751E+03   0.611634E+01   0.405644E-01  -0.542332E+01
  2242   0.125448E+03   0.611141E+01   0.405177E-01  -0.548196E+01
  2243   0.125152E+03   0.610608E+01   0.404712E-01  -0.554050E+01
  2244   0.124860E+03   0.610033E+01   0.404249E-01  -0.559893E+01
  2245   0.124573E+03   0.609417E+01   0.403786E-01  -0.565719E+01
  2246   0.124291E+03   0.608760E+01   0.403325E-01  -0.571529E+01
  2247   0.124015E+03   0.608062E+01   0.402866E-01  -0.577318E+01
  2248   0.123743E+03   0.607323E+01   0.402407E-01  -0.583084E+01
  2249   0.123477E+03   0.606544E+01   0.401950E-01  -0.588825E+01
  2250   0.123216E+03   0.605724E+01   0.401495E-01  -0.594536E+01
  2251   0.122960E+03   0.604865E+01   0.401040E-01  -0.600217E+01
  2252   0.122708E+03   0.603964E+01   0.400587E-01  -0.605865E+01
  2253   0.122461E+03   0.603023E+01   0.400135E-01  -0.611476E+01
  2254   0.122219E+03   0.602043E+01   0.399685E-01  -0.617050E+01
  2255   0.121981E+03   0.601022E+01   0.399236E-01  -0.622584E+01
  2256   0.121748E+03   0.599960E+01   0.398788E-01  -0.628075E+01
  2257   0.121520E+03   0.598859E+01   0.398342E-01  -0.633520E+01
  2258   0.121297E+03   0.597717E+01   0.397896E-01  -0.638918E+01
  2259   0.121078E+03   0.596536E+01   0.397453E-01  -0.644266E+01
  2260   0.120863E+03   0.595316E+01   0.397010E-01  -0.649563E+01
  2261   0.120653E+03   0.594057E+01   0.396569E-01  -0.654805E+01
  2262   0.120447E+03   0.592760E+01   0.396129E-01  -0.659992E+01
  2263   0.120245E+03   0.591427E+01   0.395690E-01  -0.665121E+01
  2264   0.120048E+03   0.590056E+01   0.395252E-01  -0.670189E+01
  2265   0.119854E+03   0.588650E+01   0.394816E-01  -0.675194E+01
  2266   0.119665E+03   0.587207E+01   0.394381E-01  -0.680139E+01
  2267   0.119480E+03   0.585729E+01   0.393947E-01  -0.685012E+01
  2268   0.119298E+03   0.584216E+01   0.393514E-01  -0.689818E+01
  2269   0.119121E+03   0.582668E+01   0.393082E-01  -0.694552E+01
  2270   0.118947E+03   0.581086E+01   0.392652E-01  -0.699222E+01
  2271   0.118777E+03   0.579469E+01   0.392223E-01  -0.703815E+01
  2272   0.118611E+03   0.577818E+01   0.391795E-01  -0.708332E+01
  2273   0.118449E+03   0.576135E+01   0.391368E-01  -0.712774E+01
  2274   0.118290E+03   0.574418E+01   0.390942E-01  -0.717135E+01
  2275   0.118134E+03   0.572670E+01   0.390518E-01  -0.721416E+01
  2276   0.117982E+03   0.570891E+01   0.390094E-01  -0.725619E+01
  2277   0.117833E+03   0.569080E+01   0.389672E-01  -0.729738E+01
  2278   0.117687E+03   0.567240E+01   0.389251E-01  -0.733773E+01
  2279   0.117544E+03   0.565369E+01   0.388831E-01  -0.737725E+01
  2280   0.117405E+03   0.563470E+01   0.388412E-01  -0.741589E+01
  2281   0.117269E+03   0.561541E+01   0.387994E-01  -0.745357E+01
  2282   0.117136E+03   0.559585E+01   0.387577E-01  -0.749039E+01
  2283   0.117005E+03   0.557601E+01   0.387161E-01  -0.752635E+01
  2284   0.116878E+03   0.555589E+01   0.386746E-01  -0.756132E+01
  2285   0.116753E+03   0.553550E+01   0.386332E-01  -0.759537E+01
  2286   0.116631E+03   0.551485E+01   0.385920E-01  -0.762845E+01
  2287   0.116511E+03   0.549395E+01   0.385508E-01  -0.766062E+01
  2288   0.116394E+03   0.547278E+01   0.385097E-01  -0.769177E+01
  2289   0.116279E+03   0.545139E+01   0.384688E-01  -0.772196E+01
  2290   0.116167E+03   0.542975E+01   0.384279E-01  -0.775113E+01
  2291   0.116057E+03   0.540790E+01   0.383871E-01  -0.777936E+01
  2292   0.115950E+03   0.538582E+01   0.383465E-01  -0.780658E+01
  2293   0.115844E+03   0.536354E+01   0.383059E-01  -0.783273E+01
  2294   0.115741E+03   0.534105E+01   0.382654E-01  -0.785796E+01
  2295   0.115640E+03   0.531836E+01   0.382251E-01  -0.788205E+01
  2296   0.115540E+03   0.529549E+01   0.381848E-01  -0.790517E+01
  2297   0.115442E+03   0.527242E+01   0.381446E-01  -0.792722E+01
  2298   0.115346E+03   0.524917E+01   0.381045E-01  -0.794831E+01
  2299   0.115253E+03   0.522574E+01   0.380646E-01  -0.796828E+01
  2300   0.115160E+03   0.520215E+01   0.380247E-01  -0.798713E+01
  2301   0.115069E+03   0.517838E+01   0.379849E-01  -0.800503E+01
  2302   0.114979E+03   0.515447E+01   0.379452E-01  -0.802174E+01
  2303   0.114890E+03   0.513039E+01   0.379055E-01  -0.803749E+01
